Category,Color,Discount,Frequency of Purchases,Gender,Item,Location,Payment Method,Season,Shipping Type,Size,Subscription Status,Age,Customer,Previous Purchases,Review Rating,Sales (USD)
Accessories,White,No,Monthly,Female,Hat,Virginia,Cash,Winter,Courier,M,Yes,70,3676,2,4.5,101.62
Accessories,Gold,No,Quarterly,Female,Belt,Connecticut,Cash,Winter,Courier,M,Yes,27,3155,1,4.4,42.12
Accessories,Gray,No,Weekly,Female,Handbag,Maryland,Cash,Winter,Courier,M,Yes,64,2927,8,4.8,111.43
Accessories,Gray,No,Fortnightly,Female,Jewelry,South Dakota,Cash,Fall,Courier,S,Yes,33,2958,1,4.7,70.71
Accessories,Black,No,Quarterly,Female,Sunglasses,Nevada,Cash,Fall,Courier,S,Yes,18,2806,0,4.3,291.93
Accessories,Black,No,Weekly,Female,Sunglasses,New York,Cash,Fall,Courier,S,Yes,19,2919,0,4.9,78.74
Accessories,Olive,No,Weekly,Female,Handbag,Mississippi,Cash,Fall,Courier,S,Yes,45,3327,5,4.9,18.05
Accessories,Indigo,No,Monthly,Female,Jewelry,North Carolina,Cash,Spring,Courier,S,Yes,24,2738,0,4.4,87.56
Accessories,Peach,No,Weekly,Female,Scarf,Kansas,Cash,Spring,Courier,S,Yes,37,3600,3,4.6,18.9
Accessories,Blue,No,Quarterly,Female,Sunglasses,Pennsylvania,Cash,Summer,Courier,S,Yes,28,3022,0,4.5,90.94
Accessories,Magenta,No,Weekly,Female,Hat,Hawaii,Cash,Fall,Courier,XL,Yes,43,3286,9,4.6,16.42
Accessories,Pink,No,Quarterly,Female,Hat,North Carolina,Cash,Summer,Courier,XL,Yes,21,3318,1,4.7,63.48
Accessories,Peach,No,Weekly,Female,Gloves,Alaska,Cash,Summer,Courier,XL,Yes,34,3141,0,4.6,28.4
Accessories,Lavender,No,Monthly,Female,Scarf,Georgia,Cash,Winter,Courier,XL,Yes,36,2976,0,4.5,65.91
Clothing,Red,No,Weekly,Female,Skirt,California,Cash,Fall,Courier,L,Yes,36,3758,1,4.5,28.34
Clothing,Pink,No,Monthly,Female,T-shirt,Maine,Cash,Spring,Courier,L,Yes,23,2800,2,3.9,152.5
Clothing,Purple,No,Fortnightly,Female,Socks,Montana,Cash,Summer,Courier,L,Yes,48,3409,1,4.4,75.76
Clothing,Green,No,Monthly,Female,Hoodie,Montana,Cash,Summer,Courier,L,Yes,56,2896,1,4.6,133.11
Clothing,Silver,No,Weekly,Female,Dress,Tennessee,Cash,Summer,Courier,L,Yes,33,3444,2,5,11.44
Clothing,Lavender,No,Monthly,Female,Jeans,New Hampshire,Cash,Winter,Courier,L,Yes,64,3786,5,3.8,205.89
Clothing,Turquoise,No,Monthly,Female,Pants,Rhode Island,Cash,Winter,Courier,L,Yes,28,3212,8,4.9,59.45
Clothing,Peach,No,Quarterly,Female,Dress,Colorado,Cash,Winter,Courier,L,Yes,36,3892,5,4.7,15.62
Clothing,Silver,No,Fortnightly,Female,Skirt,California,Cash,Fall,Courier,M,Yes,28,2866,2,3.7,291.21
Clothing,White,No,Fortnightly,Female,Skirt,Florida,Cash,Fall,Courier,M,Yes,38,3696,4,4.6,18.04
Clothing,Black,No,Monthly,Female,T-shirt,Minnesota,Cash,Fall,Courier,M,Yes,55,3872,3,4.1,281.73
Clothing,Cyan,No,Quarterly,Female,Socks,New York,Cash,Fall,Courier,M,Yes,29,3575,0,4.9,70.37
Clothing,Gray,No,Weekly,Female,Pants,Pennsylvania,Cash,Fall,Courier,M,Yes,19,3509,0,4.7,40.76
Clothing,Brown,No,Weekly,Female,Sweater,Arizona,Cash,Fall,Courier,M,Yes,70,3557,0,4.2,143.49
Clothing,Charcoal,No,Fortnightly,Female,Hoodie,South Carolina,Cash,Spring,Courier,M,Yes,28,3597,0,4.3,115.62
Clothing,Green,No,Fortnightly,Female,Hoodie,New Mexico,Cash,Spring,Courier,M,Yes,45,3838,1,4.8,585.84
Clothing,Brown,No,Monthly,Female,Blouse,Kansas,Cash,Spring,Courier,M,Yes,48,3450,0,4.5,21.52
Clothing,Green,No,Monthly,Female,Dress,Iowa,Cash,Spring,Courier,M,Yes,31,2768,1,4.5,231.86
Clothing,Magenta,No,Quarterly,Female,Shirt,Pennsylvania,Cash,Spring,Courier,M,Yes,28,2924,8,4.2,70.75
Clothing,Pink,No,Weekly,Female,Shirt,Nebraska,Cash,Spring,Courier,M,Yes,31,3504,0,3.9,253.46
Clothing,Magenta,No,Weekly,Female,Shorts,Nevada,Cash,Spring,Courier,M,Yes,24,3541,4,4.6,228.91
Clothing,Red,No,Monthly,Female,Pants,Pennsylvania,Cash,Summer,Courier,M,Yes,20,3720,7,4.1,170.62
Clothing,Yellow,No,Quarterly,Female,Sweater,Michigan,Cash,Summer,Courier,M,Yes,33,3133,2,4.2,287.71
Clothing,Purple,No,Weekly,Female,Blouse,Illinois,Cash,Summer,Courier,M,Yes,32,2759,7,3.2,343.38
Clothing,Blue,No,Monthly,Female,Blouse,Ohio,Cash,Winter,Courier,M,Yes,27,3270,2,4.9,50.02
Clothing,Orange,No,Monthly,Female,Dress,Michigan,Cash,Winter,Courier,M,Yes,45,3815,2,4.2,227.47
Clothing,White,No,Weekly,Female,Skirt,New York,Cash,Winter,Courier,M,Yes,31,3649,0,5,63.32
Clothing,Charcoal,No,Weekly,Female,Pants,Wyoming,Cash,Winter,Courier,M,Yes,27,2837,3,5,35.34
Clothing,Gray,No,Monthly,Female,Sweater,South Carolina,Cash,Fall,Courier,S,Yes,26,2969,2,4.9,32.91
Clothing,Peach,No,Monthly,Female,Hoodie,Louisiana,Cash,Fall,Courier,S,Yes,33,2720,3,4.2,111.78
Clothing,Maroon,No,Quarterly,Female,Pants,Arizona,Cash,Spring,Courier,S,Yes,39,2774,0,4.6,342.22
Clothing,Charcoal,No,Weekly,Female,Blouse,Washington,Cash,Spring,Courier,S,Yes,25,3528,0,4.7,283.68
Clothing,Purple,No,Fortnightly,Female,Socks,Maryland,Cash,Summer,Courier,S,Yes,49,3467,0,4.6,26.39
Clothing,Orange,No,Monthly,Female,Sweater,New York,Cash,Summer,Courier,S,Yes,26,3480,0,4.9,43.47
Clothing,Teal,No,Quarterly,Female,T-shirt,Pennsylvania,Cash,Summer,Courier,S,Yes,22,3249,0,4.2,98
Clothing,Charcoal,No,Monthly,Female,Dress,Massachusetts,Cash,Winter,Courier,S,Yes,66,3162,0,4.2,90.8
Clothing,White,No,Monthly,Female,T-shirt,Maryland,Cash,Summer,Courier,XL,Yes,45,3718,0,4.2,125.96
Clothing,Red,No,Monthly,Female,Shirt,Oklahoma,Cash,Winter,Courier,XL,Yes,27,3764,0,4.5,11.43
Footwear,Blue,No,Weekly,Female,Sandals,North Carolina,Cash,Fall,Courier,L,Yes,50,3090,3,4.6,9.61
Footwear,Teal,No,Weekly,Female,Sandals,Ohio,Cash,Summer,Courier,L,Yes,50,3411,0,4.3,87.11
Footwear,Blue,No,Quarterly,Female,Shoes,Wisconsin,Cash,Winter,Courier,L,Yes,66,3163,2,3.9,126.41
Footwear,Gray,No,Weekly,Female,Shoes,New York,Cash,Winter,Courier,L,Yes,29,3412,0,4.9,43.48
Footwear,Silver,No,Weekly,Female,Shoes,Nebraska,Cash,Fall,Courier,M,Yes,28,3502,0,4.8,137.98
Footwear,Blue,No,Monthly,Female,Sandals,Nebraska,Cash,Spring,Courier,M,Yes,30,3369,1,4.8,12.11
Footwear,Teal,No,Quarterly,Female,Boots,Rhode Island,Cash,Spring,Courier,M,Yes,28,3730,0,4.7,110.33
Footwear,Orange,No,Quarterly,Female,Sneakers,South Carolina,Cash,Spring,Courier,M,Yes,48,3476,2,4.4,143.61
Footwear,Charcoal,No,Weekly,Female,Shoes,Minnesota,Cash,Spring,Courier,M,Yes,25,3554,1,4.9,415.22
Footwear,Charcoal,No,Weekly,Female,Sandals,Louisiana,Cash,Spring,Courier,M,Yes,54,3687,4,4.8,70.34
Footwear,Purple,No,Weekly,Female,Boots,Louisiana,Cash,Spring,Courier,S,Yes,27,3447,3,5,42.08
Footwear,Orange,No,Weekly,Female,Shoes,West Virginia,Cash,Winter,Courier,S,Yes,34,3527,1,4.8,81.4
Footwear,Olive,No,Fortnightly,Female,Boots,Michigan,Cash,Fall,Courier,XL,Yes,43,2662,3,4.8,258.39
Footwear,Orange,No,Weekly,Female,Boots,South Carolina,Cash,Summer,Courier,XL,Yes,30,3477,1,3.2,419.45
Footwear,Gray,No,Monthly,Female,Sneakers,Georgia,Cash,Winter,Courier,XL,Yes,25,3275,1,4.7,35.21
Footwear,Violet,No,Quarterly,Female,Shoes,North Dakota,Cash,Winter,Courier,XL,Yes,21,3532,3,4.6,38
Footwear,Purple,No,Weekly,Female,Boots,Kansas,Cash,Winter,Courier,XL,Yes,64,3833,2,4.8,22.44
Outerwear,Turquoise,No,Fortnightly,Female,Coat,Alabama,Cash,Spring,Courier,L,Yes,54,3693,1,4.8,18.9
Outerwear,Purple,No,Fortnightly,Female,Jacket,Wisconsin,Cash,Summer,Courier,L,Yes,33,2711,2,4.7,36.63
Outerwear,Green,No,Monthly,Female,Jacket,New Hampshire,Cash,Spring,Courier,M,Yes,41,3873,2,4.3,205.62
Outerwear,Green,No,Weekly,Female,Jacket,South Dakota,Cash,Summer,Courier,M,Yes,27,3103,1,4.3,126.68
Outerwear,Gray,No,Fortnightly,Female,Jacket,Illinois,Cash,Winter,Courier,M,Yes,60,3110,0,4.3,183.27
Outerwear,Olive,No,Weekly,Female,Coat,West Virginia,Cash,Summer,Courier,S,Yes,19,3471,1,4.5,68.4
Outerwear,Green,No,Fortnightly,Female,Jacket,Texas,Cash,Fall,Courier,XL,Yes,18,3611,3,4.8,132.62
Accessories,Yellow,No,Monthly,Female,Handbag,Utah,Card,Fall,Store Pickup,L,Yes,30,2972,2,3.9,627.47
Accessories,Silver,No,Monthly,Female,Backpack,Nevada,Card,Spring,Store Pickup,L,Yes,36,3832,5,4,132.22
Accessories,Black,No,Fortnightly,Female,Handbag,Texas,Card,Fall,Store Pickup,M,Yes,25,3767,0,4.9,48.13
Accessories,Charcoal,No,Fortnightly,Female,Scarf,Texas,Card,Fall,Store Pickup,M,Yes,18,3468,4,5,29.27
Accessories,Magenta,No,Quarterly,Female,Handbag,Arizona,Card,Fall,Store Pickup,M,Yes,36,3479,0,4.6,45.08
Accessories,Peach,No,Fortnightly,Female,Jewelry,Iowa,Card,Spring,Store Pickup,M,Yes,25,2950,5,3.8,194.35
Accessories,Peach,No,Monthly,Female,Belt,Alabama,Card,Spring,Store Pickup,M,Yes,50,2953,4,4.9,11.46
Accessories,Olive,No,Weekly,Female,Handbag,Arkansas,Card,Spring,Store Pickup,M,Yes,21,3115,0,4.7,43.53
Accessories,White,No,Monthly,Female,Scarf,South Dakota,Card,Summer,Store Pickup,M,Yes,39,3277,0,4,428.34
Accessories,Lavender,No,Quarterly,Female,Handbag,Connecticut,Card,Summer,Store Pickup,M,Yes,50,3242,1,4.4,46.66
Accessories,Olive,No,Weekly,Female,Sunglasses,Georgia,Card,Winter,Store Pickup,M,Yes,35,3140,3,4.4,126.5
Accessories,Maroon,No,Quarterly,Female,Sunglasses,Texas,Card,Fall,Store Pickup,S,Yes,45,3223,3,4.6,121.1
Accessories,Lavender,No,Weekly,Female,Handbag,Louisiana,Card,Fall,Store Pickup,S,Yes,55,3455,5,4.6,72.99
Accessories,Red,No,Quarterly,Female,Sunglasses,Missouri,Card,Spring,Store Pickup,S,Yes,30,3196,0,4.9,46.69
Accessories,Cyan,No,Fortnightly,Female,Jewelry,Virginia,Card,Winter,Store Pickup,S,Yes,38,3187,0,4.8,193.41
Accessories,Orange,No,Monthly,Female,Belt,Idaho,Card,Fall,Store Pickup,XL,Yes,33,3727,0,4.3,125.88
Accessories,Magenta,No,Monthly,Female,Gloves,Connecticut,Card,Fall,Store Pickup,XL,Yes,26,3682,1,4.2,78.33
Accessories,Brown,No,Monthly,Female,Hat,Delaware,Card,Fall,Store Pickup,XL,Yes,39,2758,1,4.3,344.54
Accessories,White,No,Weekly,Female,Handbag,South Carolina,Card,Spring,Store Pickup,XL,Yes,31,3289,4,4.9,27.72
Clothing,Teal,No,Fortnightly,Female,Skirt,Washington,Card,Summer,Store Pickup,L,Yes,33,3174,1,4.9,30.67
Clothing,Maroon,No,Fortnightly,Female,Dress,Arizona,Card,Summer,Store Pickup,L,Yes,33,3643,4,4.4,72.89
Clothing,Orange,No,Monthly,Female,Socks,Delaware,Card,Winter,Store Pickup,L,Yes,21,2733,2,4.2,84.55
Clothing,Beige,No,Quarterly,Female,Skirt,Florida,Card,Winter,Store Pickup,L,Yes,19,2881,0,4.8,27.74
Clothing,Turquoise,No,Fortnightly,Female,Shorts,California,Card,Fall,Store Pickup,M,Yes,26,2819,8,4.7,78.85
Clothing,Red,No,Monthly,Female,T-shirt,California,Card,Fall,Store Pickup,M,Yes,24,3283,4,4.8,208.39
Clothing,Maroon,No,Monthly,Female,Socks,Illinois,Card,Fall,Store Pickup,M,Yes,25,3734,5,4.7,46.56
Clothing,Orange,No,Weekly,Female,Dress,Georgia,Card,Fall,Store Pickup,M,Yes,26,3582,0,4.9,228.19
Clothing,Maroon,No,Weekly,Female,Shirt,Wyoming,Card,Fall,Store Pickup,M,Yes,22,3683,0,4.6,49.88
Clothing,Turquoise,No,Weekly,Female,Sweater,Vermont,Card,Fall,Store Pickup,M,Yes,19,3801,8,4.8,12.77
Clothing,Peach,No,Fortnightly,Female,Blouse,Kentucky,Card,Spring,Store Pickup,M,Yes,26,3802,0,5,120.77
Clothing,Pink,No,Fortnightly,Female,Hoodie,Montana,Card,Spring,Store Pickup,M,Yes,24,2737,0,4.8,12.13
Clothing,Olive,No,Monthly,Female,Hoodie,Nevada,Card,Spring,Store Pickup,M,Yes,28,3878,0,4.2,250.18
Clothing,Red,No,Monthly,Female,Jeans,Idaho,Card,Spring,Store Pickup,M,Yes,22,3737,1,4.6,43.38
Clothing,Blue,No,Monthly,Female,Skirt,Texas,Card,Spring,Store Pickup,M,Yes,54,3278,2,4.9,132.81
Clothing,Silver,No,Quarterly,Female,Skirt,Virginia,Card,Spring,Store Pickup,M,Yes,19,2784,2,4.5,22.53
Clothing,Red,No,Quarterly,Female,Sweater,Nebraska,Card,Spring,Store Pickup,M,Yes,24,3407,2,4,97.78
Clothing,Indigo,No,Weekly,Female,Shorts,Rhode Island,Card,Spring,Store Pickup,M,Yes,33,3663,1,4.9,101.68
Clothing,Cyan,No,Weekly,Female,Sweater,South Dakota,Card,Spring,Store Pickup,M,Yes,35,3389,3,4.5,27.68
Clothing,Violet,No,Weekly,Female,Skirt,Michigan,Card,Spring,Store Pickup,M,Yes,28,3443,8,4.3,94.1
Clothing,Silver,No,Fortnightly,Female,Dress,Maryland,Card,Summer,Store Pickup,M,Yes,45,2954,1,4.8,111.36
Clothing,Yellow,No,Monthly,Female,Pants,Vermont,Card,Summer,Store Pickup,M,Yes,19,3131,1,4.5,9.02
Clothing,Olive,No,Weekly,Female,Dress,Utah,Card,Summer,Store Pickup,M,Yes,37,3007,4,3.7,442.89
Clothing,Violet,No,Fortnightly,Female,Socks,Virginia,Card,Winter,Store Pickup,M,Yes,21,3785,3,4.5,39.25
Clothing,Yellow,No,Fortnightly,Female,Shirt,Kentucky,Card,Winter,Store Pickup,M,Yes,37,3378,4,4.6,17.19
Clothing,Cyan,No,Monthly,Female,Pants,Maine,Card,Winter,Store Pickup,M,Yes,41,3475,4,4.4,110.88
Clothing,Peach,No,Weekly,Female,Shorts,Virginia,Card,Winter,Store Pickup,M,Yes,22,2719,1,4.9,161.2
Clothing,Yellow,No,Weekly,Female,Hoodie,Idaho,Card,Winter,Store Pickup,M,Yes,33,3587,8,4.6,14.14
Clothing,Silver,No,Fortnightly,Female,Shirt,Oregon,Card,Fall,Store Pickup,S,Yes,38,3501,0,4.6,32.82
Clothing,Cyan,No,Quarterly,Female,Shorts,Montana,Card,Fall,Store Pickup,S,Yes,30,3845,0,5,137.45
Clothing,Silver,No,Quarterly,Female,Socks,Washington,Card,Fall,Store Pickup,S,Yes,25,3670,0,4.6,37.96
Clothing,Violet,No,Weekly,Female,Skirt,Alaska,Card,Fall,Store Pickup,S,Yes,41,2761,0,5,111.71
Clothing,Maroon,No,Monthly,Female,Dress,Utah,Card,Spring,Store Pickup,S,Yes,24,2858,0,3.8,194.59
Clothing,Turquoise,No,Fortnightly,Female,Dress,Oklahoma,Card,Winter,Store Pickup,S,Yes,18,3726,1,4.4,592.16
Clothing,Turquoise,No,Fortnightly,Female,Hoodie,Colorado,Card,Winter,Store Pickup,S,Yes,49,3372,2,4,421.61
Clothing,Magenta,No,Monthly,Female,Hoodie,North Dakota,Card,Fall,Store Pickup,XL,Yes,66,2813,0,3.8,173.26
Clothing,Charcoal,No,Fortnightly,Female,Blouse,Alaska,Card,Spring,Store Pickup,XL,Yes,30,3274,1,4.2,81.48
Clothing,White,No,Fortnightly,Female,Socks,Maine,Card,Winter,Store Pickup,XL,Yes,31,2930,0,4.5,39.41
Clothing,Maroon,No,Monthly,Female,Hoodie,Mississippi,Card,Winter,Store Pickup,XL,Yes,25,3192,0,4.7,65.86
Clothing,Black,No,Quarterly,Female,Pants,Tennessee,Card,Winter,Store Pickup,XL,Yes,29,3397,4,5,21.53
Clothing,Red,No,Weekly,Female,Hoodie,Rhode Island,Card,Winter,Store Pickup,XL,Yes,19,2799,0,4.8,9.03
Clothing,Black,No,Weekly,Female,Pants,New Mexico,Card,Winter,Store Pickup,XL,Yes,48,3494,0,4.7,110.74
Clothing,Orange,No,Weekly,Female,Sweater,Indiana,Card,Winter,Store Pickup,XL,Yes,19,3323,0,4.6,182.66
Clothing,Charcoal,No,Weekly,Female,Dress,South Dakota,Card,Winter,Store Pickup,XL,Yes,19,3276,5,4,101.79
Footwear,Pink,No,Weekly,Female,Sneakers,Vermont,Card,Winter,Store Pickup,L,Yes,64,3082,9,4.9,28.42
Footwear,Black,No,Monthly,Female,Sandals,Wyoming,Card,Spring,Store Pickup,M,Yes,34,3594,2,4.6,101.73
Footwear,Purple,No,Quarterly,Female,Sandals,Arkansas,Card,Spring,Store Pickup,M,Yes,29,3569,6,4.8,72.95
Footwear,Beige,No,Weekly,Female,Boots,Kansas,Card,Summer,Store Pickup,M,Yes,25,3190,1,4.2,138.31
Footwear,Yellow,No,Fortnightly,Female,Sandals,Alabama,Card,Winter,Store Pickup,M,Yes,25,3107,3,4.7,45.16
Footwear,Yellow,No,Fortnightly,Female,Sandals,Vermont,Card,Spring,Store Pickup,S,Yes,31,3395,2,4.2,332.34
Footwear,White,No,Monthly,Female,Shoes,Iowa,Card,Spring,Store Pickup,S,Yes,56,3539,3,4.5,55
Footwear,Brown,No,Fortnightly,Female,Sandals,Ohio,Card,Winter,Store Pickup,S,Yes,49,2667,6,4.1,232.61
Footwear,Pink,No,Fortnightly,Female,Boots,West Virginia,Card,Spring,Store Pickup,XL,Yes,36,2788,3,4.1,98.33
Footwear,Peach,No,Weekly,Female,Sneakers,Tennessee,Card,Summer,Store Pickup,XL,Yes,24,2975,1,4.1,445.48
Footwear,Orange,No,Weekly,Female,Sandals,Michigan,Card,Summer,Store Pickup,XL,Yes,34,3692,2,4.8,9.6
Outerwear,Lavender,No,Monthly,Female,Jacket,Colorado,Card,Winter,Store Pickup,L,Yes,35,3843,0,4.2,120.61
Outerwear,Turquoise,No,Fortnightly,Female,Jacket,Missouri,Card,Fall,Store Pickup,M,Yes,34,3665,0,4.4,65.66
Outerwear,Peach,No,Monthly,Female,Jacket,Nevada,Card,Summer,Store Pickup,M,Yes,19,3558,0,4.9,12.79
Outerwear,Black,No,Quarterly,Female,Coat,Texas,Card,Summer,Store Pickup,M,Yes,54,2669,2,4.8,84.64
Outerwear,Turquoise,No,Weekly,Female,Jacket,Washington,Card,Spring,Store Pickup,S,Yes,28,2706,0,5,106.5
Outerwear,Silver,No,Fortnightly,Female,Coat,Maryland,Card,Summer,Store Pickup,S,Yes,29,3817,0,4.3,132.32
Outerwear,Charcoal,No,Monthly,Female,Coat,California,Card,Summer,Store Pickup,S,Yes,33,3061,0,4.7,102.03
Outerwear,Charcoal,No,Fortnightly,Female,Coat,Maine,Card,Winter,Store Pickup,S,Yes,32,3322,2,4.3,598.7
Accessories,Olive,No,Monthly,Female,Belt,South Carolina,Cash,Fall,Store Pickup,L,Yes,34,3237,7,4.1,121.01
Accessories,Lavender,No,Weekly,Female,Handbag,Texas,Cash,Fall,Store Pickup,L,Yes,19,3111,1,4.6,30.68
Accessories,White,No,Weekly,Female,Backpack,Iowa,Cash,Spring,Store Pickup,L,Yes,19,3897,0,4.5,34.05
Accessories,Charcoal,No,Fortnightly,Female,Belt,Iowa,Cash,Summer,Store Pickup,L,Yes,27,3038,1,4.8,28.43
Accessories,Beige,No,Monthly,Female,Handbag,Massachusetts,Cash,Summer,Store Pickup,L,Yes,36,2941,6,4.8,126.95
Accessories,Turquoise,No,Weekly,Female,Handbag,Tennessee,Cash,Summer,Store Pickup,L,Yes,36,3380,0,5,36.54
Accessories,Cyan,No,Fortnightly,Female,Gloves,Nebraska,Cash,Fall,Store Pickup,M,Yes,20,3340,0,3.6,426.06
Accessories,Orange,No,Quarterly,Female,Gloves,Idaho,Cash,Fall,Store Pickup,M,Yes,38,2935,0,4.7,10.2
Accessories,Green,No,Quarterly,Female,Backpack,Massachusetts,Cash,Fall,Store Pickup,M,Yes,31,3503,2,4.7,53.13
Accessories,Blue,No,Monthly,Female,Belt,New Hampshire,Cash,Spring,Store Pickup,M,Yes,31,3590,0,4.8,78.44
Accessories,Turquoise,No,Fortnightly,Female,Sunglasses,Pennsylvania,Cash,Summer,Store Pickup,M,Yes,24,3861,0,4.4,57.1
Accessories,Lavender,No,Weekly,Female,Hat,Oklahoma,Cash,Winter,Store Pickup,M,Yes,28,3631,1,4.8,78.41
Accessories,Orange,No,Monthly,Female,Handbag,Mississippi,Cash,Fall,Store Pickup,XL,Yes,30,3305,0,4.8,97.89
Accessories,Peach,No,Weekly,Female,Hat,Texas,Cash,Fall,Store Pickup,XL,Yes,22,3625,3,5,110.47
Clothing,Gray,No,Monthly,Female,Blouse,Kentucky,Cash,Fall,Store Pickup,L,Yes,33,3139,0,4.6,230.37
Clothing,Gold,No,Quarterly,Female,Shorts,Minnesota,Cash,Fall,Store Pickup,L,Yes,49,3379,5,4.5,84.39
Clothing,Silver,No,Quarterly,Female,Blouse,Delaware,Cash,Spring,Store Pickup,L,Yes,25,3556,0,4.6,10.78
Clothing,Turquoise,No,Fortnightly,Female,Dress,California,Cash,Summer,Store Pickup,L,Yes,34,2879,6,4.3,133.21
Clothing,Black,No,Monthly,Female,Hoodie,Idaho,Cash,Summer,Store Pickup,L,Yes,45,3244,1,5,433.02
Clothing,Red,No,Monthly,Female,Socks,Pennsylvania,Cash,Summer,Store Pickup,L,Yes,29,3094,4,4.8,55.11
Clothing,Lavender,No,Quarterly,Female,Blouse,Indiana,Cash,Summer,Store Pickup,L,Yes,30,3017,1,4.9,12.83
Clothing,Maroon,No,Fortnightly,Female,T-shirt,Utah,Cash,Spring,Store Pickup,M,Yes,56,3083,3,4,440.35
Clothing,Peach,No,Quarterly,Female,Shirt,Texas,Cash,Summer,Store Pickup,M,Yes,29,3091,5,4.9,20.56
Clothing,White,No,Weekly,Female,Blouse,Washington,Cash,Summer,Store Pickup,M,Yes,28,3406,0,4.2,138.2
Clothing,Lavender,No,Monthly,Female,Socks,Montana,Cash,Winter,Store Pickup,M,Yes,31,3431,4,4.2,78.56
Clothing,Magenta,No,Weekly,Female,Sweater,South Carolina,Cash,Spring,Store Pickup,S,Yes,25,3295,5,4.5,50
Clothing,Magenta,No,Monthly,Female,Sweater,Indiana,Cash,Winter,Store Pickup,S,Yes,21,3255,9,4.9,16.43
Clothing,White,No,Quarterly,Female,Sweater,Nevada,Cash,Winter,Store Pickup,S,Yes,33,2995,6,3.5,619.85
Clothing,Teal,No,Quarterly,Female,Sweater,Delaware,Cash,Spring,Store Pickup,XL,Yes,25,3489,6,4.9,13.48
Clothing,Purple,No,Weekly,Female,Hoodie,Connecticut,Cash,Spring,Store Pickup,XL,Yes,23,3599,4,4.6,87.07
Footwear,Gray,No,Quarterly,Female,Boots,Wisconsin,Cash,Fall,Store Pickup,L,Yes,33,2849,2,4.9,75.9
Footwear,Gray,No,Weekly,Female,Boots,Kentucky,Cash,Spring,Store Pickup,L,Yes,35,3135,0,4.4,61.43
Footwear,White,No,Fortnightly,Female,Sneakers,Colorado,Cash,Summer,Store Pickup,L,Yes,21,2868,1,4.9,42.2
Footwear,Charcoal,No,Fortnightly,Female,Sandals,New Mexico,Cash,Spring,Store Pickup,M,Yes,26,3702,0,4.5,61.13
Footwear,Maroon,No,Quarterly,Female,Boots,Connecticut,Cash,Spring,Store Pickup,M,Yes,27,3415,2,4.9,207.27
Footwear,Gray,No,Fortnightly,Female,Sandals,Illinois,Cash,Fall,Store Pickup,S,Yes,27,3660,0,4.9,90.7
Footwear,Olive,No,Fortnightly,Female,Shoes,Maine,Cash,Spring,Store Pickup,XL,Yes,48,3053,6,4.5,22.27
Outerwear,Violet,No,Monthly,Female,Coat,Hawaii,Cash,Summer,Store Pickup,S,Yes,30,2863,4,4.7,84.27
Outerwear,Gray,No,Weekly,Female,Coat,Alabama,Cash,Winter,Store Pickup,S,Yes,49,3267,1,4.2,81.64
Accessories,Pink,No,Fortnightly,Male,Gloves,Pennsylvania,Card,Fall,Courier,L,No,33,1878,2,3.6,53.46
Accessories,Peach,No,Monthly,Male,Jewelry,California,Card,Fall,Courier,L,No,54,2110,2,2.7,16.49
Accessories,Maroon,No,Weekly,Male,Sunglasses,Wisconsin,Card,Fall,Courier,L,No,24,2586,4,4.4,21.62
Accessories,Indigo,No,Fortnightly,Male,Backpack,Ohio,Card,Spring,Courier,L,No,60,1795,3,3.7,24.5
Accessories,White,No,Fortnightly,Male,Backpack,Connecticut,Card,Spring,Courier,L,No,32,1991,5,3.4,236.5
Accessories,Blue,No,Monthly,Male,Backpack,Minnesota,Card,Spring,Courier,L,No,55,2057,1,4.4,30.79
Accessories,Beige,No,Quarterly,Male,Hat,Connecticut,Card,Spring,Courier,L,No,50,2296,0,2.9,10.22
Accessories,Turquoise,No,Weekly,Male,Gloves,California,Card,Spring,Courier,L,No,25,2478,1,3.8,24.43
Accessories,Maroon,No,Weekly,Male,Belt,Oregon,Card,Spring,Courier,L,No,25,1798,2,3.9,19.82
Accessories,Violet,No,Fortnightly,Male,Backpack,Arizona,Card,Summer,Courier,L,No,25,2131,1,3.7,66.25
Accessories,Turquoise,No,Monthly,Male,Scarf,New York,Card,Summer,Courier,L,No,24,2199,0,3.5,102.5
Accessories,Cyan,No,Weekly,Male,Jewelry,South Dakota,Card,Summer,Courier,L,No,39,1706,0,3.4,14.96
Accessories,Teal,No,Fortnightly,Male,Sunglasses,Alaska,Card,Winter,Courier,L,No,28,1898,1,2.9,305.79
Accessories,Pink,No,Monthly,Male,Backpack,Texas,Card,Winter,Courier,L,No,22,2549,1,3.8,55.28
Accessories,Lavender,No,Monthly,Male,Handbag,Ohio,Card,Winter,Courier,L,No,22,1784,1,3.3,34.27
Accessories,Maroon,No,Quarterly,Male,Sunglasses,Mississippi,Card,Winter,Courier,L,No,25,2365,3,4.2,50.22
Accessories,Teal,No,Weekly,Male,Sunglasses,Michigan,Card,Winter,Courier,L,No,24,1745,3,3,55.65
Accessories,Olive,No,Fortnightly,Male,Backpack,Alaska,Card,Fall,Courier,M,No,21,2418,1,3.3,11.49
Accessories,Green,No,Fortnightly,Male,Handbag,Rhode Island,Card,Fall,Courier,M,No,43,1807,2,3.9,63.99
Accessories,Silver,No,Fortnightly,Male,Hat,Iowa,Card,Fall,Courier,M,No,40,1963,3,4.4,29.72
